item_id,kud_column,knowledge_type,assessment_route,content,source_block_id,source_excerpt,classification_stability,underspecification_flag,rationale
blk_0123,HALTED,,,§ Thomas Hobbes’s definition of an anarchic,blk_0123,L243-245: § Thomas Hobbes’s definition of an anarchic,,,severe_underspecification: meta_or_nonteachable
blk_0127,HALTED,,,as in the failed state of Somalia,blk_0127,L250-251: as in the failed state of Somalia,,,"severe_underspecification: The source block is a fragmentary reference phrase ('as in the failed state of Somalia') with no propositional claim, no analytical framework, no procedural instruction, and no sustained orientation. It appears to be a citation or example stub within a larger document structure, not a standalone teachable statement. Without the surrounding context that would establish what concept, claim, or capability this phrase is meant to illustrate, no KUD item can be authored."
blk_0128,HALTED,,,Explain how democratic The U.S. government is based on the following § ideals are reflected in the democratic ideals: The Mayflower,blk_0128,L252-255: Explain how democratic The U.S. government is based on the following § ideals are reflected in the democratic ideals: The Mayflower,,,"severe_underspecification: The source block is malformed and contains no coherent teachable claim. The text appears to be a corrupted heading or navigation label ('Explain how democratic The U.S. government is based on the following § ideals are reflected in the democratic ideals: The Mayflower') with no clear propositional content, no skill description, and no observable behaviour that could ground assessment. It is not a sustained orientation (Type 3), not a reasoning task (Type 2), and not a propositional claim (Type 1). The fragment does not constitute a valid learning target or content statement."
blk_0129,HALTED,,,Declaration of Independence Compact (1620) i. Natural rights (all people have certain § and the U.S. Constitution.,blk_0129,L256-260: Declaration of Independence Compact (1620) i. Natural rights (all people have certain § and the U.S. Constitution.,,,"severe_underspecification: The source block is a fragmented heading/label structure with incomplete propositional content. It names three historical documents (Declaration of Independence, Compact of 1620, U.S. Constitution) and a concept (natural rights) but contains no complete declarative claim, no causal relationship, no definition, and no operational descriptor that would ground a teachable learning target. The phrase 'all people have certain §' is syntactically incomplete (§ is a symbol, not a concept). There is no verb connecting the elements, no assertion about what learners should know, understand, or do with this content. This appears to be a navigation label or outline fragment rather than a substantive content statement suitable for KUD authoring."
blk_0130,HALTED,,,John Locke’s Second rights that cannot be taken away),blk_0130,L261-262: John Locke’s Second rights that cannot be taken away),,,"severe_underspecification: The source block is a fragment heading or label ('John Locke's Second rights that cannot be taken away') with no propositional content, no operational criteria, and no teachable claim. It appears to be a navigation or section marker rather than substantive curriculum content. No observable behaviour, knowledge check, rubric evidence, or reasoning task can be grounded in this fragment alone."
blk_0131,HALTED,,,Treatise of Civil ii. A social contract (an implicit agreement Government (1690) among the people in a society to give up §,blk_0131,L263-267: Treatise of Civil ii. A social contract (an implicit agreement Government (1690) among the people in a society to give up §,,,severe_underspecification: meta_or_nonteachable
blk_0132,HALTED,,,Baron de Montesquieu’s some freedoms to maintain social order) ideas about separating iii. Popular sovereignty (all government power powers in government comes from the consent of its people) found in The Spirit of the Laws (1748) iv. Limited government (a government’s,blk_0132,L268-276: Baron de Montesquieu’s some freedoms to maintain social order) ideas about separating iii. Popular sovereignty (all government power powers in government comes from the consent of its people) found in The Spirit of the Laws (1748) iv. Limited government (a government’s,,,"severe_underspecification: Source block is a fragmented excerpt from a curriculum document heading and incomplete propositional content. The text is truncated mid-sentence, lacks coherent structure, and contains no complete teachable claim. The fragment names historical figures and concepts (Montesquieu, separation of powers, popular sovereignty, limited government) but does not state what learners are expected to know, understand, or do with these ideas. The heading path suggests this is a structural label rather than substantive content. No rubric, knowledge check, or observable behaviour can be grounded in this incomplete text."
blk_0134,HALTED,,,power cannot be absolute) §,blk_0134,L278-279: power cannot be absolute) §,,,"severe_underspecification: The source block is a fragment—a parenthetical clause with no propositional context, no causal claim, no operational definition, and no teachable destination. It states a normative assertion ('power cannot be absolute') but provides no content, reasoning framework, or observable behaviour that could ground assessment via rubric, knowledge check, or observation. Without the surrounding source material that would establish what 'power' refers to, what domain or context applies, and what learners are expected to know or do with this claim, no KUD item can be authored."
blk_0136,HALTED,,,Classroom Resources > Analytical Reading,blk_0136,L281-282: Classroom Resources > Analytical Reading,,,severe_underspecification: meta_or_nonteachable
blk_0139,HALTED,,,"The Declaration of Independence, drafted by",blk_0139,"L292: The Declaration of Independence, drafted by",,,"severe_underspecification: The source block is incomplete. It begins a propositional statement ('The Declaration of Independence, drafted by') but terminates mid-sentence without naming the drafter(s), providing context, or completing any teachable claim. No knowledge type can be reliably classified from a sentence fragment. The block contains no assessable destination—neither a fact to know, a concept to understand, a skill to perform, nor an orientation to enact."
blk_0140,HALTED,,,Thomas Jefferson (with help from Adams and,blk_0140,L293: Thomas Jefferson (with help from Adams and,,,"severe_underspecification: Source block is incomplete and contains no complete teachable claim. The sentence fragment 'Thomas Jefferson (with help from Adams and' terminates mid-clause without specifying what action, concept, or propositional content is to be learned. No knowledge type can be assigned to an incomplete statement."
blk_0141,HALTED,,,"Franklin), restates the philosophy of natural rights, and provides a foundation for popular sovereignty. The U.S. Constitution, drafted by James Madison at the Constitutional",blk_0141,"L294-297: Franklin), restates the philosophy of natural rights, and provides a foundation for popular sovereignty. The U.S. Constitution, drafted by James Madison at the Constitutional",,,"severe_underspecification: The source block is a sentence fragment that names historical documents and figures (Franklin, Declaration, U.S. Constitution, James Madison) but contains no complete propositional claim, no analytical framework, and no operational descriptor. It appears to be a mid-sentence excerpt from a larger passage. No teachable destination—propositional, procedural, or dispositional—can be operationalised from this fragment alone. It lacks the context needed to determine what learners are expected to know, understand, or do with this content."
blk_0143,HALTED,,,AP U.S. Government and Politics Course and Exam Description Course Framework V.1 38,blk_0143,L307: AP U.S. Government and Politics Course and Exam Description Course Framework V.1 38,,,severe_underspecification: meta_or_nonteachable
blk_0144,HALTED,,,Return to Table of Contents © 2023 College Board,blk_0144,L308-309: Return to Table of Contents © 2023 College Board,,,severe_underspecification: meta_or_nonteachable
blk_0146,HALTED,,,Foundations of American Democracy 1,blk_0146,L312-313: Foundations of American Democracy 1,,,severe_underspecification: meta_or_nonteachable
blk_0149,HALTED,,,Source Analysis Types of 4.A,blk_0149,L316-318: Source Analysis Types of 4.A,,,severe_underspecification: meta_or_nonteachable
blk_0150,HALTED,,,"Describe the argument, perspective, evidence, and Democracy reasoning presented in the source.",blk_0150,"L319-323: Describe the argument, perspective, evidence, and Democracy reasoning presented in the source.",,,"severe_underspecification: The block is a procedural instruction (a task prompt or assessment rubric header) with no substantive teachable content. It names analytical dimensions (argument, perspective, evidence, reasoning) but does not state what the learner should know, understand, or be able to do with respect to Democracy or any other domain. The word 'Democracy' appears isolated and contextually orphaned. Without a source text, domain specification, or learning outcome claim, no KUD item can be authored from this block alone."
blk_0151,HALTED,,,Required Course Content,blk_0151,L324: Required Course Content,,,severe_underspecification: meta_or_nonteachable
blk_0154,HALTED,,,"Explain how models of Representative democracies can take several representative democracy forms including the following models: are visible in major i. Participatory democracy, which institutions, policies, events, emphasizes broad participation in politics or debates in the U.S.",blk_0154,"L327-333: Explain how models of Representative democracies can take several representative democracy forms including the following models: are visible in major i. Participatory democracy, which institutions, policies, events, emphasizes broad participation in politics or debates in the U.S.",,,"classification_unreliable: no signature achieved 2/3 agreement across runs; observed signatures: [('items', (('do_skill', 'Type 1'), ('understand', 'Type 1'))), ('items', (('do_skill', 'Type 1'), ('know', 'Type 1'), ('understand', 'Type 1'))), ('items', (('do_skill', 'Type 2'), ('know', 'Type 1')))]"
blk_0157,HALTED,,,Different aspects of the U.S. Constitution as well as the debate between Federalist No. 10 and Brutus No. 1 reflect the tension between the broad participatory model and the more filtered participation of the pluralist and elite models of representative democracy.,blk_0157,L342-347: Different aspects of the U.S. Constitution as well as the debate between Federalist No. 10 and Brutus No. 1 reflect the tension between the broad participatory model and the more filtered participation of the pluralist and elite models of representative democracy.,,,"classification_unreliable: no signature achieved 2/3 agreement across runs; observed signatures: [('items', (('know', 'Type 1'),)), ('items', (('do_skill', 'Type 2'), ('know', 'Type 1'))), ('items', (('do_skill', 'Type 2'), ('know', 'Type 1'), ('understand', 'Type 1')))]"
blk_0160,HALTED,,,AP U.S. Government and Politics Course and Exam Description Course Framework V.1 39,blk_0160,L353: AP U.S. Government and Politics Course and Exam Description Course Framework V.1 39,,,severe_underspecification: meta_or_nonteachable
blk_0161,HALTED,,,Return to Table of Contents © 2023 College Board,blk_0161,L354-355: Return to Table of Contents © 2023 College Board,,,severe_underspecification: meta_or_nonteachable
blk_0163,HALTED,,,Foundations of American Democracy 1,blk_0163,L358-359: Foundations of American Democracy 1,,,severe_underspecification: meta_or_nonteachable
blk_0166,HALTED,,,Concept Application Government Power 1.A,blk_0166,L362-364: Concept Application Government Power 1.A,,,severe_underspecification: meta_or_nonteachable
blk_0168,HALTED,,,OPTIONAL READING Required Course Content § “Letters from the,blk_0168,L369-371: OPTIONAL READING Required Course Content § “Letters from the,,,severe_underspecification: meta_or_nonteachable
blk_0169,HALTED,,,Federal Farmer #1”,blk_0169,L372: Federal Farmer #1”,,,severe_underspecification: meta_or_nonteachable
blk_0170,HALTED,,,(Anti-Federalist publication),blk_0170,L373-374: (Anti-Federalist publication),,,severe_underspecification: meta_or_nonteachable
blk_0174,HALTED,,,Classroom Resources > Analytical Reading,blk_0174,L378-379: Classroom Resources > Analytical Reading,,,severe_underspecification: meta_or_nonteachable
blk_0175,HALTED,,,Explain Federalist and Anti- Federalists supported ratification of the (Federalist No. 10 and,blk_0175,L380-381: Explain Federalist and Anti- Federalists supported ratification of the (Federalist No. 10 and,,,"severe_underspecification: The source block is incomplete and incoherent. It begins with an imperative ('Explain') but the sentence structure breaks down mid-clause ('Explain Federalist and Anti-Federalists supported ratification of the (Federalist No. 10 and'). The object of explanation is unclear—it appears to cut off after 'and' without completing the thought. No complete propositional claim, skill trigger, or observable behaviour can be inferred from this fragment. It cannot be operationalised as a learning target without substantial reconstruction of the intended content."
blk_0177,HALTED,,,"Brutus No. 1) government and democracy. Madison’s arguments in Federalist No. 10 § Professional focused on the superiority of a large republic Development > in controlling the “mischiefs of faction,”",blk_0177,"L383-389: Brutus No. 1) government and democracy. Madison’s arguments in Federalist No. 10 § Professional focused on the superiority of a large republic Development > in controlling the “mischiefs of faction,”",,,"severe_underspecification: The source block is a malformed fragment combining a citation label (Brutus No. 1, Federalist No. 10), a navigation/section marker (Professional Development >), and an incomplete propositional claim about Madison's arguments. The fragment lacks sufficient coherence to identify a complete teachable claim: it does not state what the learner should know, understand, or be able to do with respect to Madison's arguments or the concept of faction control. The syntax suggests this is a corrupted heading or index entry rather than a substantive content statement. No observable behaviour, rubric criterion, or knowledge-check destination can be operationalised from this fragment."
blk_0178,HALTED,,,Teaching and delegating authority to elected representatives Assessing Module— and dispersing power between the states and,blk_0178,L390-393: Teaching and delegating authority to elected representatives Assessing Module— and dispersing power between the states and,,,"severe_underspecification: The source block is a heading/navigation label with no complete propositional claim, no skill description, and no sustained orientation. The text appears truncated ('Assessing Module— and dispersing power between the states and') and contains no teachable destination that could be operationalised through assessment, rubric, or observation. This is meta or non-teachable content."
blk_0179,HALTED,,,Unit 1: Source Analysis national government.,blk_0179,L394-395: Unit 1: Source Analysis national government.,,,severe_underspecification: meta_or_nonteachable
blk_0180,HALTED,,,and Argumentation,blk_0180,L396: and Argumentation,,,severe_underspecification: meta_or_nonteachable
blk_0182,HALTED,,,Anti-Federalists opposed the ratification of the,blk_0182,L398: Anti-Federalists opposed the ratification of the,,,"severe_underspecification: The source block is incomplete. It states 'Anti-Federalists opposed the ratification of the' but does not finish the sentence. No propositional claim, concept, skill, or orientation can be extracted from an incomplete fragment. The teachable destination cannot be determined."
blk_0183,HALTED,,,"Constitution and wanted more power reserved to state governments rather than a strong central government. Anti-Federalist writings, including Brutus No. 1, adhered to popular democratic theory that emphasized the benefits of a small, decentralized republic while warning of the dangers to personal liberty from a large, centralized government. |",blk_0183,"L399-407: Constitution and wanted more power reserved to state governments rather than a strong central government. Anti-Federalist writings, including Brutus No. 1, adhered to popular democratic theory that emphasized the benefits of a small, decentralized republic while warning of the dangers to personal liberty from a large, centralized government. |",,,"classification_unreliable: no signature achieved 2/3 agreement across runs; observed signatures: [('items', (('know', 'Type 1'), ('know', 'Type 1'), ('understand', 'Type 1'))), ('items', (('know', 'Type 1'), ('know', 'Type 1'), ('know', 'Type 1'))), ('items', (('know', 'Type 1'), ('understand', 'Type 1')))]"
blk_0184,HALTED,,,AP U.S. Government and Politics Course and Exam Description Course Framework V.1 40,blk_0184,L408: AP U.S. Government and Politics Course and Exam Description Course Framework V.1 40,,,severe_underspecification: meta_or_nonteachable
blk_0185,HALTED,,,Return to Table of Contents © 2023 College Board,blk_0185,L409-410: Return to Table of Contents © 2023 College Board,,,severe_underspecification: meta_or_nonteachable
blk_0187,HALTED,,,Foundations of American Democracy 1,blk_0187,L413-414: Foundations of American Democracy 1,,,severe_underspecification: meta_or_nonteachable
blk_0190,HALTED,,,Source Analysis Challenges of 4.B,blk_0190,L417-419: Source Analysis Challenges of 4.B,,,severe_underspecification: meta_or_nonteachable
blk_0192,HALTED,,,Confederation,blk_0192,L426: Confederation,,,severe_underspecification: meta_or_nonteachable
blk_0193,HALTED,,,Required Course Content ILLUSTRATIVE EXAMPLES,blk_0193,L427: Required Course Content ILLUSTRATIVE EXAMPLES,,,severe_underspecification: meta_or_nonteachable
blk_0195,HALTED,,,§ State constitutions during the postcolonial period,blk_0195,L429-432: § State constitutions during the postcolonial period,,,severe_underspecification: meta_or_nonteachable
blk_0198,HALTED,,,§,blk_0198,L435: §,,,severe_underspecification: meta_or_nonteachable
blk_0200,HALTED,,,Classroom Resources > Analytical Reading,blk_0200,L437-438: Classroom Resources > Analytical Reading,,,severe_underspecification: meta_or_nonteachable
blk_0202,HALTED,,,"laws, including taxation iii. Lack of a national court system iv. Lack of power to regulate interstate commerce v. Lack of the exclusive power to coin money |",blk_0202,"L451-456: laws, including taxation iii. Lack of a national court system iv. Lack of power to regulate interstate commerce v. Lack of the exclusive power to coin money |",,,"severe_underspecification: The source block is a fragmented list of structural weaknesses (taxation, court system, interstate commerce, coinage) with no propositional claim, no analytical framework, no procedural instruction, and no sustained orientation. It appears to be a bullet-point fragment from a larger document (likely an outline of Articles of Confederation deficiencies) with no complete sentence or teachable assertion. Without context establishing what learners are expected to know, understand, or do with these items, no KUD item can be authored."
blk_0203,HALTED,,,AP U.S. Government and Politics Course and Exam Description Course Framework V.1 41,blk_0203,L457: AP U.S. Government and Politics Course and Exam Description Course Framework V.1 41,,,severe_underspecification: meta_or_nonteachable
blk_0204,HALTED,,,Return to Table of Contents © 2023 College Board,blk_0204,L458-459: Return to Table of Contents © 2023 College Board,,,severe_underspecification: meta_or_nonteachable
blk_0206,HALTED,,,Foundations of American Democracy 1,blk_0206,L462-463: Foundations of American Democracy 1,,,severe_underspecification: meta_or_nonteachable
blk_0209,HALTED,,,Concept Application,blk_0209,L466: Concept Application,,,severe_underspecification: meta_or_nonteachable
blk_0210,HALTED,,,Ratification of the 1.E,blk_0210,L467-468: Ratification of the 1.E,,,severe_underspecification: meta_or_nonteachable
blk_0212,HALTED,,,Required Course Content,blk_0212,L475: Required Course Content,,,severe_underspecification: meta_or_nonteachable
blk_0215,HALTED,,,"Explain the impact of Compromises deemed necessary for political negotiation ratification of the Constitution included the and compromise at the following: Constitutional Convention i. Great (Connecticut) Compromise, which on the development of the created a dual (bicameral) system of constitutional system.",blk_0215,"L478-485: Explain the impact of Compromises deemed necessary for political negotiation ratification of the Constitution included the and compromise at the following: Constitutional Convention i. Great (Connecticut) Compromise, which on the development of the created a dual (bicameral) system of constitutional system.",,,"severe_underspecification: The source block is syntactically malformed and does not constitute coherent propositional content. The sentence structure is broken ('Compromises deemed necessary for political negotiation ratification of the Constitution included the and compromise at the following'); the clause relationships are unclear; and the intended teachable claim cannot be reliably extracted. No valid KUD item can be authored from text that does not express a complete, intelligible proposition about what learners should know, understand, or do."
blk_0216,HALTED,,,congressional representation with the,blk_0216,L486: congressional representation with the,,,"severe_underspecification: The source block is a sentence fragment ('congressional representation with the') that is incomplete and contains no coherent propositional claim, procedural instruction, analytical framework, or sustained orientation. It cannot be operationalised as a learning target through any assessment route. This appears to be a truncated or corrupted text block with no teachable destination."
blk_0220,HALTED,,,"V that entailed either a two-thirds vote in both houses or a proposal from two-thirds of the state legislatures, with final ratification determined by three-fourths of the states.",blk_0220,"L506-509: V that entailed either a two-thirds vote in both houses or a proposal from two-thirds of the state legislatures, with final ratification determined by three-fourths of the states.",,,"severe_underspecification: The source block is a sentence fragment describing a procedural mechanism (amendment ratification thresholds) without a complete propositional claim, context, or teachable framing. It lacks a subject, verb structure, or clear assertion about what the learner should know or understand. The fragment 'V that entailed either...' is incomplete and cannot be operationalised as a standalone learning target. No knowledge type can be assigned without the full propositional or procedural context."
blk_0221,HALTED,,,continued on next page |,blk_0221,L510-511: continued on next page |,,,severe_underspecification: meta_or_nonteachable
blk_0222,HALTED,,,AP U.S. Government and Politics Course and Exam Description Course Framework V.1 42,blk_0222,L512: AP U.S. Government and Politics Course and Exam Description Course Framework V.1 42,,,severe_underspecification: meta_or_nonteachable
blk_0223,HALTED,,,Return to Table of Contents © 2023 College Board,blk_0223,L513-514: Return to Table of Contents © 2023 College Board,,,severe_underspecification: meta_or_nonteachable
blk_0225,HALTED,,,Foundations of American Democracy 1,blk_0225,L517-518: Foundations of American Democracy 1,,,severe_underspecification: meta_or_nonteachable
blk_0228,HALTED,,,Explain the impact of The compromises necessary to secure political negotiation ratification of the Constitution left some and compromise at the matters unresolved that continue to generate,blk_0228,L521-523: Explain the impact of The compromises necessary to secure political negotiation ratification of the Constitution left some and compromise at the matters unresolved that continue to generate,,,"severe_underspecification: The source block is malformed and incoherent. The heading path references a learning outcome (LO 1.5.A EK 1.5.A.3) but the content statement is a sentence fragment that appears to be corrupted mid-composition ('Explain the impact of The compromises necessary to secure political negotiation ratification of the Constitution left some and compromise at the matters unresolved that continue to generate'). The sentence lacks a grammatical subject, predicate, and object; it cannot be parsed into a coherent propositional claim, analytical task, or observable orientation. No teachable destination—whether propositional knowledge, reasoning capability, or sustained disposition—can be reliably inferred from this text. Clarification of the intended content is required before classification."
blk_0229,HALTED,,,Constitutional Convention discussion and debate today.,blk_0229,L524: Constitutional Convention discussion and debate today.,,,"severe_underspecification: The source block is a navigation or activity label ('Constitutional Convention discussion and debate today') with no propositional content, no skill descriptor, and no observable orientation. It names an activity or session topic but does not state what learners are expected to know, understand, do, or become as a result. No teachable destination can be operationalised from this text alone."
blk_0230,HALTED,,,on the development of the EK 1.5.A.4 constitutional system.,blk_0230,L525-526: on the development of the EK 1.5.A.4 constitutional system.,,,"severe_underspecification: The source block is a fragment referencing a learning outcome code (EK 1.5.A.4) without substantive teachable content. It contains no propositional claim, no skill description, no observable orientation, and no assessment-anchoring language. The phrase 'on the development of the EK 1.5.A.4 constitutional system' is a navigation or labeling artifact, not a complete learning expectation. No KUD item can be authored from this fragment alone."
blk_0232,HALTED,,,AP U.S. Government and Politics Course and Exam Description Course Framework V.1 43,blk_0232,L539: AP U.S. Government and Politics Course and Exam Description Course Framework V.1 43,,,severe_underspecification: meta_or_nonteachable
blk_0233,HALTED,,,Return to Table of Contents © 2023 College Board,blk_0233,L540-541: Return to Table of Contents © 2023 College Board,,,severe_underspecification: meta_or_nonteachable
blk_0235,HALTED,,,Foundations of American Democracy 1,blk_0235,L544-545: Foundations of American Democracy 1,,,severe_underspecification: meta_or_nonteachable
blk_0238,HALTED,,,Source Analysis Principles of 4.B,blk_0238,L548-550: Source Analysis Principles of 4.B,,,severe_underspecification: meta_or_nonteachable
blk_0240,HALTED,,,ILLUSTRATIVE EXAMPLES Required Course Content,blk_0240,L558: ILLUSTRATIVE EXAMPLES Required Course Content,,,severe_underspecification: meta_or_nonteachable
blk_0242,HALTED,,,§ Religious Freedom,blk_0242,L560-561: § Religious Freedom,,,severe_underspecification: meta_or_nonteachable
blk_0243,HALTED,,,Restoration Act of 1993 § Impeachment,blk_0243,L562-564: Restoration Act of 1993 § Impeachment,,,severe_underspecification: meta_or_nonteachable
blk_0245,HALTED,,,proceedings against,blk_0245,L566: proceedings against,,,severe_underspecification: meta_or_nonteachable
blk_0246,HALTED,,,Presidents Andrew LO 1.6.A EK 1.6.A.1,blk_0246,L567: Presidents Andrew LO 1.6.A EK 1.6.A.1,,,severe_underspecification: meta_or_nonteachable
blk_0247,HALTED,,,"Johnson, Richard Nixon,",blk_0247,"L568: Johnson, Richard Nixon,",,,severe_underspecification: meta_or_nonteachable
blk_0249,HALTED,,,executive actions on,blk_0249,L579: executive actions on,,,severe_underspecification: meta_or_nonteachable
blk_0251,HALTED,,,immigration,blk_0251,L581: immigration,,,severe_underspecification: meta_or_nonteachable
blk_0253,HALTED,,,Federalist No. 51 explains how constitutional § provisions of separation of powers and checks,blk_0253,L583-585: Federalist No. 51 explains how constitutional § provisions of separation of powers and checks,,,"severe_underspecification: The source block is a navigation label or resource heading with no complete teachable claim. It names a document (Federalist No. 51) and gestures toward a topic (separation of powers and checks) but does not state what the learner is expected to know, understand, or do with this content. The sentence is incomplete (ends with 'and checks' without predicate or object). No propositional knowledge, analytical capability, or sustained orientation is specified. This is meta-content identifying an available resource, not a learning target."
blk_0254,HALTED,,,Classroom Resources >,blk_0254,L586: Classroom Resources >,,,severe_underspecification: meta_or_nonteachable
blk_0258,HALTED,,,U.S. political system.,blk_0258,L594: U.S. political system.,,,"severe_underspecification: The source block is a navigation label or section heading with no substantive teachable claim. It names a domain ('U.S. political system') but contains no propositional content, no analytical framework, no procedural instruction, and no sustained orientation that could be operationalised through assessment. A heading alone does not constitute a learning target."
blk_0262,HALTED,,,AP U.S. Government and Politics Course and Exam Descriptionn Course Framework V.1 44,blk_0262,L605: AP U.S. Government and Politics Course and Exam Descriptionn Course Framework V.1 44,,,severe_underspecification: meta_or_nonteachable
blk_0263,HALTED,,,Return to Table of Contents © 2023 College Board,blk_0263,L606-607: Return to Table of Contents © 2023 College Board,,,severe_underspecification: meta_or_nonteachable
blk_0265,HALTED,,,Foundations of American Democracy 1,blk_0265,L610-611: Foundations of American Democracy 1,,,severe_underspecification: meta_or_nonteachable
blk_0268,HALTED,,,Argumentation Relationship Between 5.A,blk_0268,L614-616: Argumentation Relationship Between 5.A,,,severe_underspecification: meta_or_nonteachable
blk_0270,HALTED,,,the States and National Government,blk_0270,L619-620: the States and National Government,,,severe_underspecification: meta_or_nonteachable
blk_0271,HALTED,,,Required Course Content ILLUSTRATIVE EXAMPLES,blk_0271,L621: Required Course Content ILLUSTRATIVE EXAMPLES,,,severe_underspecification: meta_or_nonteachable
blk_0273,HALTED,,,§,blk_0273,L623: §,,,severe_underspecification: meta_or_nonteachable
blk_0274,HALTED,,,National Recovery Act of 1933 §,blk_0274,L624-626: National Recovery Act of 1933 §,,,severe_underspecification: meta_or_nonteachable
blk_0275,HALTED,,,Devolution revolution of,blk_0275,L627: Devolution revolution of,,,severe_underspecification: meta_or_nonteachable
blk_0277,HALTED,,,the 1980s §,blk_0277,L629-630: the 1980s §,,,severe_underspecification: meta_or_nonteachable
blk_0279,HALTED,,,Federal response to natural disasters such,blk_0279,L632-633: Federal response to natural disasters such,,,"severe_underspecification: The source block is incomplete and contains no teachable claim. The phrase 'Federal response to natural disasters such' is a sentence fragment that does not specify what learners should know, understand, or be able to do. No propositional content, skill, or orientation is identifiable. The block appears to be a heading or navigation label rather than substantive curriculum content."
blk_0280,HALTED,,,Explain how the Federalism is the system of government in as Hurricanes Katrina constitutional allocation of the United States in which power is shared and Sandy power between the national between the national and state governments. § National Minimum and state governments The exclusive and concurrent powers of the,blk_0280,L634-641: Explain how the Federalism is the system of government in as Hurricanes Katrina constitutional allocation of the United States in which power is shared and Sandy power between the national between the national and state governments. § National Minimum and state governments The exclusive and concurrent powers of the,,,"severe_underspecification: Source block is corrupted or incoherent. It conflates unrelated topics (Federalism, Hurricanes Katrina and Sandy, constitutional allocation of powers), contains incomplete sentences, and lacks a coherent propositional or skill claim. No teachable destination can be reliably inferred from the text as presented. The block appears to be a scanning or transcription error rather than intentional curriculum content."
blk_0281,HALTED,,,Drinking Age Act affects society. national and state governments help explain of 1984 the ongoing debate over the balance of power § State-level legalization between the two levels.,blk_0281,L642-648: Drinking Age Act affects society. national and state governments help explain of 1984 the ongoing debate over the balance of power § State-level legalization between the two levels.,,,"severe_underspecification: The source block is syntactically malformed and lacks coherent propositional or operational content. The phrase 'national and state governments help explain of 1984 the ongoing debate' is grammatically incomplete and does not articulate a clear factual claim, concept, skill, or orientation that could be operationalised through assessment. No teachable destination can be reliably inferred."
blk_0282,HALTED,,,of marijuana for,blk_0282,L649: of marijuana for,,,"severe_underspecification: The source block contains only a fragment ('of marijuana for') with no complete propositional claim, no skill descriptor, no observable behaviour, and no teachable destination. It cannot be classified against the Step 0 decision tree and cannot be operationalised as a learning target."
blk_0284,HALTED,,,personal use as,blk_0284,L651: personal use as,,,severe_underspecification: meta_or_nonteachable
blk_0287,HALTED,,,"that are written in the Constitution, and implied § powers that are not specifically written in",blk_0287,"L656-658: that are written in the Constitution, and implied § powers that are not specifically written in",,,"severe_underspecification: The source block is a sentence fragment extracted from a larger document context. It references constitutional powers (explicit and implied) but provides no complete propositional claim, no analytical task, no sustained orientation, and no operational criteria. The fragment cannot stand alone as a teachable statement. Without the surrounding text, it is impossible to determine what learners are expected to know, understand, or do with this content."
blk_0288,HALTED,,,"Classroom Resources > the Constitution but are inferred from the ◆ Federalism, the",blk_0288,"L659-662: Classroom Resources > the Constitution but are inferred from the ◆ Federalism, the",,,severe_underspecification: meta_or_nonteachable
blk_0290,HALTED,,,"Commerce Clause,",blk_0290,"L664: Commerce Clause,",,,severe_underspecification: meta_or_nonteachable
blk_0292,HALTED,,,and the Tenth Amendment,blk_0292,L666-667: and the Tenth Amendment,,,severe_underspecification: meta_or_nonteachable
blk_0298,HALTED,,,AP U.S. Government and Politics Course and Exam Description Course Framework V.1 45,blk_0298,L685: AP U.S. Government and Politics Course and Exam Description Course Framework V.1 45,,,severe_underspecification: meta_or_nonteachable
blk_0299,HALTED,,,Return to Table of Contents © 2023 College Board,blk_0299,L686-687: Return to Table of Contents © 2023 College Board,,,severe_underspecification: meta_or_nonteachable
blk_0301,HALTED,,,Foundations of American Democracy 1,blk_0301,L690-691: Foundations of American Democracy 1,,,severe_underspecification: meta_or_nonteachable
blk_0305,HALTED,,,Explain how the preferred by the states) constitutional allocation of power between the national iii. Categorical grants (national funding that and state governments is restricted to specific categories of affects society.,blk_0305,L696-703: Explain how the preferred by the states) constitutional allocation of power between the national iii. Categorical grants (national funding that and state governments is restricted to specific categories of affects society.,,,"severe_underspecification: The source block is malformed and incoherent. It appears to be a corrupted or incomplete fragment mixing multiple unrelated clauses: a reference to constitutional allocation of power, an incomplete parenthetical about categorical grants, and a dangling phrase about funding affecting society. No coherent propositional claim, skill, or orientation can be extracted. The text does not state what learners should know, understand, or be able to do with sufficient clarity to author a teachable item."
blk_0307,HALTED,,,AP U.S. Government and Politics Course and Exam Description Course Framework V.1 46,blk_0307,L710: AP U.S. Government and Politics Course and Exam Description Course Framework V.1 46,,,severe_underspecification: meta_or_nonteachable
blk_0308,HALTED,,,Return to Table of Contents © 2023 College Board,blk_0308,L711-712: Return to Table of Contents © 2023 College Board,,,severe_underspecification: meta_or_nonteachable
blk_0310,HALTED,,,Foundations of American Democracy 1,blk_0310,L715-716: Foundations of American Democracy 1,,,severe_underspecification: meta_or_nonteachable
blk_0314,HALTED,,,Application Constitutional 2.A,blk_0314,L720-722: Application Constitutional 2.A,,,severe_underspecification: meta_or_nonteachable
